X;Y
12.78869164;10.05703636
8.63926529;-0.465934268
7.224048505;0.406195293
13.07595888;8.741232426
7.389323707;-3.157990673
2.054869044;24.87718562
1.623539246;24.25760284
2.551085793;25.76179794
10.71588177;0.146422745
10.27716275;-0.256731666
11.82045639;11.07047207
0.466403516;24.33732084
10.09444258;10.07078037
1.060608591;25.60058342
8.417269494;1.436519633
0.928545739;23.86001671
12.04985516;10.94943009
0.727258483;24.41758569
7.27960416;-0.866398819
3.594161443;23.76474982
2.17444893;22.27043555
2.258701569;24.29816987
13.34891753;8.587285396
9.266718674;-0.022505379
-0.200940165;24.94782307
10.87273007;10.10558744
6.595886136;-1.88142947
8.856648674;-1.087100533
12.66631268;10.57503859
1.631986891;24.65067686
7.265170593;-2.119746717
10.98629686;7.246920619
12.66281218;9.448842638
13.24434052;9.408589817
11.34720038;10.62792807
7.577975856;-1.958368279
2.66777194;25.79905882
3.983910195;24.94199421
12.61153282;10.12939733
1.782434133;23.2829551
8.95805165;0.442219303
6.723359676;-2.319698177
13.19371831;9.745584082
9.403112787;-0.634666033
12.31011566;8.218418443
1.535912043;22.7089457
10.52513196;-0.256715574
12.26194006;10.41714083
2.829273862;23.8402248
1.181466025;25.15525999
7.904058471;-0.972069009
1.583398722;25.6727837
12.29307104;10.22540436
7.554417581;-0.449997226
11.71455892;9.947489825
12.343633;8.177321823
9.189561595;-0.225196936
1.827436722;23.47544818
12.5295166;10.78187877
1.984838475;25.32761854
9.014616024;-0.544297759
2.994109932;25.26433153
8.469587793;-1.279206131
7.430799499;-0.688218284
0.520609035;24.49162735
12.06367438;10.07167225
1.171351719;23.64843141
6.713970123;0.709872721
2.993797142;23.50974053
12.56025873;11.20178796
9.010101866;0.454098991
8.027835093;-1.092290088
3.105561366;22.83741022
1.785815137;25.85011259
12.01815997;10.33144378
2.038149448;24.06947621
9.989390009;0.93547508
10.68328347;11.26983644
9.523571956;0.097406422
12.86486357;11.16970855
12.10285103;10.02792185
3.001087585;27.51973442
12.5850067;9.567277047
8.768906896;-2.457612092
7.712730467;-1.883797095
13.59279769;9.9307209
1.595764848;25.28838899
-0.05334222;23.53823184
12.03663704;11.00461908
1.639415295;24.86840208
1.597322097;24.76393034
8.480616966;-0.761051384
8.223963463;-1.479144441
2.738522782;24.87003163
1.559627096;21.2395102
8.168249448;1.384625298
2.364766114;26.46324778
2.085031772;24.17362425
7.271307218;-1.261815008
1.904664088;24.49626393
8.635233562;0.440932277
12.43413069;9.917398269
1.486371458;24.4306608
8.619992959;-0.176981621
7.180662687;0.770281265
1.076563603;23.48299776
8.950124977;0.595210346
8.553818631;0.05202152
2.120342931;24.77470961
1.729309686;25.12787017
13.17117495;10.42186053
0.861694793;25.09126819
8.431230998;-0.269817639
2.011386801;24.22317874
8.305880714;-0.989182331
1.137798248;23.10596555
11.96641579;10.18105106
0.526886215;25.29578621
1.800501402;22.6872925
9.140726533;-0.322040748
10.53678551;11.42286217
13.01288175;9.39628514
7.96546644;-0.825020882
0.690258697;24.88077831
12.44398223;10.12355114
7.355695051;-2.408328837
0.168697752;24.87102745
2.442798742;24.11043911
